"pri_id","pri_cas","pri_name","pri_emissions","pri_correct","pri_score1","pri_score2","pri_score3","pri_score4","pri_score5"
"803","6923-22-4","Monocrotophos","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.04"
"955","83657-24-3","Diniconazole","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.04"
"191","106-44-5","p-cresol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.04"
"1309","100-69-6","2-vinylpyridine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.04"
"2455","2612-57-9","2,4-dichlorophenyl isocyanate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.04"
"5093","13171-21-6","Phosphamidon","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.04"
"620","38083-17-9","climbazole","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.04"
"3339","615-60-1","4-chloro-o-xylene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.04"
"2428","2528-61-2","heptanoyl chloride","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.04"
"3668","7534-94-3","exo-1,7,7-trimethylbicyclo[2.2.1]hept-2-yl methacrylate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.04"
"2395","24468-13-1","2-ethylhexyl chloroformate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.04"
"4930","13194-48-4","Ethoprophos","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.04"
"422","13181-17-4","Bromofenoxim","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.04"
"4982","33820-53-0","Isopropalin","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.04"
"182","105-75-9","dibutyl fumarate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.04"
"435","135-19-3","2-naphthol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.04"
"1051","96-29-7","butanone oxime","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.04"
"3198","56-41-7","L-alanine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.04"
"423","131860-33-8","Azoxystrobin","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.04"
"18","126-71-6","triisobutyl phosphate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.04"
"2710","345-92-6","bis(4-fluorophenyl) ketone","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.04"
"983","88-18-6","2-tert-butylphenol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.03"
"898","786-19-6","carbophenothion","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.03"
"1347","102-60-3","1,1',1'',1'''-ethylenedinitrilotetrapropan-2-ol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.03"
"3217","56962-04-0","3-Bromo-5-chlorophenol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.03"
"4871","7003-89-6","Chlormequat","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.03"
"746","60-09-3","4-aminoazobenzene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.03"
"2717","34893-92-0","1,3-dichloro-5-isocyanatobenzene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.03"
"241","1085-98-9","Dichlofluanid","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.03"
"953","834-12-8","ametryn","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.03"
"1674","118-58-1","benzyl salicylate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.03"
"1567","1120-21-4","undecane","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.03"
"1010","919-86-8","Demeton-S-methyl","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.03"
"1063","98-00-0","furfuryl alcohol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.03"
"153","10265-92-6","Methamidophos","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.03"
"90","76-03-9","trichloroacetic acid","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.03"
"3459","66063-15-8","4-chloro-N-cyclopentylbenzylamine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.03"
"362","120-82-1","1,2,4-trichlorobenzene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.03"
"1077","98-86-2","acetophenone","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.03"
"4021","91-76-9","6-phenyl-1,3,5-triazine-2,4-diyldiamine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.03"
"1585","112-38-9","undec-10-enoic acid","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.03"
"787","66246-88-6","Penconazole","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.03"
"4851","42576-02-3","Bifenox","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.03"
"1068","98-16-8","?,?,?-trifluoro-m-toluidine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.03"
"3961","88-60-8","6-tert-butyl-m-cresol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.03"
"4103","94-36-0","dibenzoyl peroxide","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.01"
"569","2540-82-1","Formothion","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.01"
"593","29973-13-5","Ethiofencarb","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.01"
"3","10605-21-7","Carbendazim","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.01"
"3391","629-73-2","hexadec-1-ene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"3752","78605-96-6","800-696-3","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"506","16752-77-5","Methomyl","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.01"
"4828","50594-66-6","Acifluorfen","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.01"
"185","106-22-9","citronellol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"3754","78-67-1","2,2'-dimethyl-2,2'-azodipropiononitrile","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"1573","112-07-2","2-butoxyethyl acetate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"2990","4979-32-2","N,N-dicyclohexylbenzothiazole-2-sulphenamide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"4864","314-40-9","Bromacil","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.01"
"483","150-76-5","mequinol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"578","2809-21-4","etidronic acid","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"1007","91-57-6","2-methylnaphthalene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"3543","6940-53-0","1-chloro-2,5-dimethoxy-4-nitrobenzene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"982","88150-42-9","Amlodipin","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.01"
"11","120068-37-3","Fipronil","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.01"
"32","15545-48-9","Chlorotoluron","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.01"
"925","79622-59-6","Fluazinam","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.01"
"4878","1134-23-2","Cycloate","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.01"
"12","120-18-3","naphthalene-2-sulphonic acid","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"468","143-07-7","lauric acid","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"30","15307-79-6","sodium [2-[(2,6-dichlorophenyl)amino]phenyl]acetate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"554","2372-82-9","N-(3-aminopropyl)-N-dodecylpropane-1,3-diamine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"864","756-80-9","O,O-dimethyl hydrogen dithiophosphate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"539","22204-53-1","Naproxen","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.01"
"149","1014-69-3","Desmetryn","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.01"
"537","2212-67-1","Molinate","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.01"
"46","330-54-1","diuron","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.01"
"633","41483-43-6","Bupirimate","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.01"
"4911","1420-07-1","Dinoterb","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.01"
"3820","82199-12-0","N-(2,3-dihydro-2-oxo-1H-benzimidazol-5-yl)-2-[(2-methoxyphenyl)azo]-3-oxobutyramide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"342","116-06-3","Aldicarb","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.01"
"361","120-80-9","pyrocatechol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"1519","110-41-8","2-methylundecanal","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"3257","5888-33-5","exo-1,7,7-trimethylbicyclo[2.2.1]hept-2-yl acrylate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"343","116255-48-2","Bromuconazole","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.01"
"421","131807-57-3","Famoxadone","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.01"
"266","109-77-3","malononitrile","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"978","87-59-2","2,3-xylidine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"1066","98-09-9","benzenesulphonyl chloride","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"4312","18600-59-4","2,2-(1,4-phenylene)bis((4H-3,1-benzoxazine-4-one)","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"1022","94361-06-5","Cyproconazole","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.01"
"329","112-42-5","undecan-1-ol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"525","1962-75-0","dibutyl terephthalate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"4478","43057-68-7","C-24","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"4223","105812-81-5","(-)-trans-4-(4'-fluorophenyl)-3-hydroxymethyl-N-methylpiperidine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"957","83905-01-5","Azitromycin","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.01"
"440","13684-63-4","Phenmedipham","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.01"
"816","709-98-8","Propanil","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.01"
"915","79-11-8","chloroacetic acid","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"3390","629-59-4","tetradecane","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"4335","164578-11-4","2,9-bis[N-[3-(diethylamino)propyl]sulfamoyl]-5H,12H-quino[2,3-b]acridin-7,14-dione","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.01"
"139","100986-85-4","Levofloxacin","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"444","138402-11-6","Irbesartan","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"666","50-78-2","O-acetylsalicylic acid | Acetylsalicylsyra","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"64","56-75-7","Kloramfenikol","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"739","59-67-6","nicotinic acid | Niacin","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"102","84057-84-1","Lamotrigin","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"1100","76824-35-6","Famotidin","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"1165","68-35-9","Sulfadiazin","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"142","101200-48-0","Tribenuron-methyl","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"167","104206-82-8","Mesotrione","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"328","112410-23-8","Tebufenozide","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"350","119168-77-3","Tebufenpyrad","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"387","123312-89-0","Pymetrozine","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"505","16672-87-0","Ethephon","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"527","19937-59-8","Metoxuron","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"698","55335-06-3","Triclopyr","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"790","668-34-8","Fentin","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"823","71626-11-4","Benalaxyl","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"875","76674-21-0","Flutriafol","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"1114","10453-86-8","Resmethrin","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"5059","132-66-1","Naptalam","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"4947","95617-09-7","Fenoxaprop","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
"184","105-99-7","dibutyl adipate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"242","108-67-8","mesitylene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"302","111-46-6","2,2'-oxydiethanol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"331","112-50-5","2-(2-(2-ethoxyethoxy)ethoxy)ethanol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"355","119-64-2","1,2,3,4-tetrahydronaphthalene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"368","121-32-4","3-ethoxy-4-hydroxybenzaldehyde","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"19","126-73-8","tributyl phosphate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"24","13674-84-5","tris(2-chloro-1-methylethyl) phosphate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"460","141-98-0","O-isopropyl ethylthiocarbamate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"533","2156-97-0","dodecyl acrylate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"572","26159-31-9","(±)-2-(6-methoxy-2-naphthyl)propionic acid","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"591","298-06-6","O,O-diethyl hydrogen phosphorodithioate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"635","4180-23-8","(E)-anethole","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"667","51-03-6","2-(2-butoxyethoxy)ethyl 6-propylpiperonyl ether","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"763","623-03-0","4-chlorobenzonitrile","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"781","6485-40-1","l-p-mentha-1(6),8-dien-2-one","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"815","70969-58-3","diisobutyl hexahydrophthalate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"880","7747-35-5","7a-ethyldihydro-1H,3H,5H-oxazolo[3,4-c]oxazole","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"892","78-11-5","pentaerithrityl tetranitrate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"95","791-28-6","triphenylphosphine oxide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"939","81-19-6","?,?,2,6-tetrachlorotoluene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1024","94-96-2","2-ethylhexane-1,3-diol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1054","96-45-7","imidazolidine-2-thione","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1069","98-17-9","?,?,?-trifluoro-m-cresol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3306","60-12-8","2-phenylethanol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3889","85-42-7","cyclohexane-1,2-dicarboxylic anhydride","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3967","89-04-3","trioctyl benzene-1,2,4-tricarboxylate","3_REACH","FALSE","0.00","0.00","0.00","0.00","0.00"
"4045","92-70-6","3-hydroxy-2-naphthoic acid","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4116","94-91-7","?,?'-propylenedinitrilodi-o-cresol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4156","96-93-5","3-amino-4-hydroxy-5-nitrobenzenesulphonic acid","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4185","98-44-2","2-aminobenzene-1,4-disulphonic acid","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4216","99-76-3","methyl 4-hydroxybenzoate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1322","101-43-9","cyclohexyl methacrylate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1341","102-36-3","3,4-dichlorophenyl isocyanate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1374","103-60-6","2-phenoxyethyl isobutyrate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1405","105-05-5","1,4-diethylbenzene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1527","110-64-5","but-2-ene-1,4-diol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1602","112-76-5","stearoyl chloride","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1657","117-21-5","3-chlorophthalic anhydride","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1686","119-17-5","m-(4,5-dihydro-3-methyl-5-oxo-1H-pyrazol-1-yl)benzenesulphonic acid","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1740","122-00-9","4'-methylacetophenone","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1765","123-26-2","N,N'-ethane-1,2-diylbis(12-hydroxyoctadecan-1-amide)","3_REACH","FALSE","0.00","0.00","0.00","0.00","0.00"
"1791","124-30-1","octadecylamine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1934","141-18-4","bis(2-butoxyethyl) adipate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1974","144-19-4","2,2,4-trimethylpentane-1,3-diol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2794","372-09-8","cyanoacetic acid","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3317","608-25-3","2-methylresorcinol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3538","693-23-2","dodecanedioic acid","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4023","919-30-2","3-aminopropyltriethoxysilane","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4110","947-04-6","dodecane-12-lactam","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1457","1072-63-5","1-vinylimidazole","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1866","1333-07-9","toluenesulphonamide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2126","1724-39-6","cyclododecanol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2214","1889-67-4","1,1'-(1,1,2,2-tetramethylethylene)dibenzene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2300","2162-74-5","bis(2,6-diisopropylphenyl)carbodiimide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2355","2370-88-9","2,4,6,8-tetramethylcyclotetrasiloxane","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1251","2550-06-3","trichloro(3-chloropropyl)silane","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2493","2705-87-5","allyl 3-cyclohexylpropionate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2648","3234-85-3","tetradecyl myristate","3_REACH","FALSE","0.00","0.00","0.00","0.00","0.00"
"2746","3576-88-3","2,2'-iminobis[4,6-diamino-1,3,5-triazine]","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2809","3779-63-3","(2,4,6-trioxotriazine-1,3,5(2H,4H,6H)-triyl)tris(hexamethylene) isocyanate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2892","4245-76-5","610-029-6","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2933","4488-57-7","3a,4,5,6,7,7a-hexahydro-4,7-methano-1H-indene","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2983","4948-15-6","2,9-bis(3,5-dimethylphenyl)anthra[2,1,9-def:6,5,10-d'e'f']diisoquinoline-1,3,8,10(2H,9H)-tetrone","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3074","5280-68-2","N-(4-chloro-2,5-dimethoxyphenyl)-3-hydroxy-4-[[2-methoxy-5-[(phenylamino)carbonyl]phenyl]azo]naphthalene-2-carboxamide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3420","6386-38-5","methyl 3-(3,5-di-tert-butyl-4-hydroxyphenyl)propionate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3450","6528-34-3","2-[(4-methoxy-2-nitrophenyl)azo]-N-(2-methoxyphenyl)-3-oxobutyramide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3537","6925-69-5","12H-phthaloperin-12-one","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3618","7328-22-5","2-(2-butoxyethoxy)ethyl methacrylate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1387","10420-33-4","dimethyl acetylsuccinate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1911","13752-51-7","4-[(morpholinothio)thioxomethyl]morpholine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2025","15267-95-5","(chloromethyl)triethoxysilane","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2069","15993-42-7","N-(5-chloro-2-methoxyphenyl)-2-[(2-methoxy-4-nitrophenyl)azo]-3-oxobutyramide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2155","17865-07-5","propyltriacetoxysilane","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2228","19234-20-9","2-(1-methylethoxy)ethyl acetate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2298","21542-96-1","N,N-dimethyldocosylamine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2360","23847-08-7","1,1'-dithiobis[hexahydro-2H-azepin-2-one]","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2405","24863-70-5","1-Cyclopentene-1-acetic acid, 3-oxo-2-pentyl-, methyl ester","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2474","26523-78-4","tris(nonylphenyl) phosphite","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2543","28768-32-3","4,4'-methylenebis[N,N-bis(2,3-epoxypropyl)aniline]","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2629","31570-04-4","tris(2,4-ditert-butylphenyl) phosphite","3_REACH","FALSE","0.00","0.00","0.00","0.00","0.00"
"2700","34316-64-8","hexyl laurate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2767","36443-68-2","ethylenebis(oxyethylene) bis[3-(5-tert-butyl-4-hydroxy-m-tolyl)propionate]","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2846","39670-09-2","2-[2-(2-ethoxyethoxy)ethoxy]ethyl methacrylate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3028","51167-18-1","2'-[2,4-dichloro-5-(1-methylethoxy)phenyl]-2,2-dimethylpropionohydrazide","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3154","54839-24-6","2-ethoxy-1-methylethyl acetate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3211","56718-71-9","p-(2-methoxyethyl)phenol","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4300","59227-88-2","1-octylazepin-2-one","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3484","67075-37-0","2,9-bis(2-phenylethyl)anthra[2,1,9-def:6,5,10-d'e'f']diisoquinoline-1,3,8,10(2H,9H)-tetrone","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4323","74338-72-0","2,4,4,7-tetramethyl-6-octen-3-one","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3857","84170-74-1","(2,2-Dimethyl-1,3-propanediyl)bis(oxy-3,1-propanediyl) bisacrylate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"3924","87305-03-1","619-738-5","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4271","91273-04-0","1-(N,N-bis(2-ethylhexyl)aminomethyl)-1,2,4-triazole","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4198","99189-60-3","619-402-8","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4581","106461-41-0","2,4-dihydro-4-(4-(4-(4-hydroxyphenyl)-1-piperazinyl)phenyl)-2-(1-methylpropyl)-3H-1,2,4-triazol-3-one","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4457","120068-79-3","PYRAZOLE MB 45897","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1842","130755-46-3","603-434-4","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1913","137863-20-8","l-valine, n-(1-oxopentyl)-n-[[2'-(2h-tetrazol-5-yl)[1,1'-biphenyl]-4-yl]methyl]-, phenylmethyl ester; benzyl (2s)-3-methyl-2-[n-({4-[2-(1h-1,2,3,4-tetrazol-5-yl)phenyl]phenyl}methyl)pentanamido]butanoate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2002","148528-05-6","2-Methyloctane-1,8-diamine","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"2203","186817-80-1","606-097-1","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"4634","393509-79-0","methyl 2-chlorosulfonyl-4-(methanesulfonylaminomethyl) benzoate","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"1252","2554-06-5","2,4,6,8-tetramethyl-2,4,6,8-tetravinylcyclotetrasiloxane","3_REACH","TRUE","0.00","0.00","0.00","0.00","0.00"
"152","10238-21-8","Glibenklamid","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"447","139481-59-7","Kandesartan","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"48","3380-34-5","triclosan","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"716","56-81-5","glycerol","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"745","59-92-7","Levodopa","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"826","72956-09-3","Karvedilol","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"969","85721-33-1","Ciprofloxacin","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"1101","53-86-1","Indometacin","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"4945","50-06-6","phenobarbital","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"1782","123-99-9","azelaic acid","1_Pharma","TRUE","0.00","0.00","0.00","0.00","0.00"
"144","101205-02-1","Cycloxydim","2_Pest","TRUE","0.00","0.00","0.00","0.00","0.00"
