list_id,list_title,list_file,list_name,list_date,list_analysis_from,list_analysis_to,list_analysis_number,list_source_from,list_source_to,list_source_number,list_method_from,list_method_to,list_method_number,list_type,list_note,matrice_dct,list_deleted,list_common,list_protected,list_hash,list_organisation,list_email,list_author,list_data_accessibility,list_doi,list_description,list_project_id
363,NAIADE SW 2019,NAIADE_SW_2019,NAIADE_SW_2019,2023-02-28,71718987,86569211,14727886,71718987,71718987,0,71718987,71720224,1165,Surface water,,1,0,,0,1a737493602a0b5c570b2cdc7c778612,,,,,,,
364,NAIADE SW 2020,NAIADE_SW_2020,NAIADE_SW_2020,2023-02-28,86569212,98974260,12327012,86569212,86569212,0,86569212,86570513,1166,Surface water,,1,0,,0,eb1597fbf6f1aa12a0644e2d0e0d58c3,,,,,,,
400,SW Dnieper2023 NKUA 09012024 v2,DCT_SW_GW_Dnieper2023_NKUA_09012024_v2.xlsb,DCT_SW_Dnieper2023_NKUA_09012024_v2,2024-01-30,99816802,99848222,31421,99816802,99816802,1,99816802,99816916,115,Surface water,,1,0,,dnieper,6b58216764b0996c883ae144a08c998d,National and Kapodistrian University of Athens,ntho@chem.uoa.gr,Nikolaos Thomaidis,,,,
403,6rbmp 1st SW,6rbmp_1st_SW,6rbmp_1st_SW,2024-05-01,100028681,102230654,2201974,100028681,100028681,1,100028681,100031227,2547,Surface water,this is not empodata data,1,1,,6rbmp,04de1957aa1e397a852ce8debd6fdbc9,Environmental Reference Laboratory,mevlana.karakaya@csb.gov.tr,Mevlana Karakaya,,,,
405,6rbmp 2nd SW,6rbmp_2nd_SW,6rbmp_2nd_SW,2024-05-01,111517241,118218900,6701660,111517241,111517241,1,111517241,111519796,2556,Surface water,this is not empodata data,1,1,,6rbmp,0d1004082b948aeb3bf14cc1582c0762,Environmental Reference Laboratory,mevlana.karakaya@csb.gov.tr,Mevlana Karakaya,,,,
407,6rbmp 3nd SW,6rbmp_3nd_SW,6rbmp_3nd_SW,2024-05-01,142249139,148950798,6701660,142249139,142249139,1,142249139,142251639,2501,Surface water,this is not empodata data,1,1,,6rbmp,356ec8872457cfddeff0ed93f30d3188,Environmental Reference Laboratory,mevlana.karakaya@csb.gov.tr,Mevlana Karakaya,,,,
411,SW UoA EU4EMBLAS 20052024 v1,DCT_SW_UoA_EU4EMBLAS_20052024_v1.xlsb,DCT_SW_UoA_EU4EMBLAS_20052024_v1,2024-05-27,158750221,158751002,782,158750221,158750221,1,158750221,158750227,7,Surface water,,1,1,,EU4EMBLAS,8e6dc55449d60d19c852137020a7e1c9,,,,,,,
412,SW UoA Target results EU4EMBLAS 26052024 v1,DCT_SW_UoA_Target results_EU4EMBLAS_26052024_v1.xlsb,DCT_SW_UoA_Target results_EU4EMBLAS_26052024_v1,2024-05-27,158751003,158791768,40766,158751003,158751003,1,158751003,158751043,41,Surface water,,1,0,,EU4EMBLAS,32df6784ed5bba33de36638458fcbd61,National and Kapodistrian University of Athens,ntho@chem.uoa.gr,Nikolaos Thomaidis,3,,,9
413,SW UoA Suspect results EU4EMBLAS 27052024 v2,DCT_SW_UoA_Suspect results_EU4EMBLAS_27052024_v2.xlsb,DCT_SW_UoA_Suspect results_EU4EMBLAS_27052024_v2,2024-05-27,158750221,158750832,612,158750221,158750221,1,158750221,158750221,1,Surface water,419,1,1,,EU4EMBLAS,4be81f85007421da9b5eeb86bef5ff5b,,,,,,,
417,SW Finnish environment institute Syke FINLAND PARC PFAS VESLA 300524 v2,DCT_SW_Finnish_environment_institute_Syke_FINLAND_PARC_PFAS_VESLA_300524_v2.xlsb,DCT_SW_Finnish_environment_institute_Syke_FINLAND_PARC_PFAS_VESLA_300524_v2,2024-05-31,158814050,158825562,11513,158814050,158814050,1,158814050,158814072,23,Surface water,,1,0,,parc_pfas,2e26b06d62e2849b4db3c890a35cdab1,"Finnish Environment Institute (SYKE), FI",ville.junttila@syke.fi,Junttila Ville,2,,,10
419,SW UoA Suspect results EU4EMBLAS 03062024 v3,DCT_SW_UoA_Suspect results_EU4EMBLAS_03062024_v3.xlsb,DCT_SW_UoA_Suspect results_EU4EMBLAS_03062024_v3,2024-06-03,158825881,158826543,663,158825881,158825881,1,158825881,158825891,11,Surface water,,1,0,,EU4EMBLAS,f20f36ca583b4b265d7ed13949b089ab,National and Kapodistrian University of Athens,ntho@chem.uoa.gr,Nikolaos Thomaidis,3,10.60954/empodat.496d-9e85,,9
421,SW PROMISCES TUWien 19062024 v2,DCT_SW_PROMISCES_TUWien_19062024_v2.xlsb,DCT_SW_PROMISCES_TUWien_19062024_v2,2024-06-30,158831438,158835215,3778,158831438,158831438,1,158831438,158831471,34,Surface water,,1,0,,promisces,a21451011b90f757931ec99998ce358f,TU Wien E226.1,meiqi.liu@tuwien.ac.at,Liu Meiqi,,,,
173,SW EDA-EMERGE Danube-2013 EI 23082017,EDA-EMERGE(Danube only)_EMPODAT frame_OK_23Aug2017.xlsx,DCT_SW_EDA-EMERGE Danube-2013_EI_23082017,2018-11-24,12060383,12060851,469,12060383,12060384,2,12060383,12060393,11,Surface water,,1,0,0,0,6c4ded5c9aa77415b1db6c26cb0b2dea,"Environmental Institute, s.r.o. (EI), SK",zuzana.tousova@seznam.cz; slobodnik@ei.sk,"",,,,
174,SW EDA-EMERGE Danube-2016 UFZ 20012016,NoviSad ChemAnalysis HT-EDA_final_fraction N_161020_23Aug2017II (Norman_Frame_ver3).xlsx,DCT_SW_EDA-EMERGE Danube-2016_UFZ_20012016,2018-11-25,12060852,12061292,441,12060852,12060852,1,12060852,12060900,49,Surface water,,1,0,0,0,8faabbaf685a135bbab0f83d3cf18e8f,UFZ – Helmholtz Centre for Environmental Analysis; Effect-Directed Analysis,martin.krauss@ufz.de; beate.escher@ufz.de,"",,,,
175,SW WRI Italy 30012017,NORMAN DCT_linear_IT Musks_Polesello 30Jan2017 Final.xlsx,DCT_SW_WRI Italy_30012017,2018-11-25,12061293,12061596,304,12061293,12061293,1,12061293,12061299,7,Surface water,,1,0,0,0,9436bb363fe52d991c34743649d4cc96,"Water Research Institute (CNR-IRSA), IT",polesello@irsa.cnt.it,"Rusconi M, Brenna E, Polesello S",,,,
176,SW JDS3 LFU 26112018,JDS3_Final.xlsx,DCT_SW_JDS3_LFU_26112018,2018-11-26,12061597,12104240,39035,12061597,12061613,17,12061597,12061863,267,Surface water,,1,0,176,0,e275af40476cffb44c58c5b06bafbb07,Bavarian Environment Agency,juergen.diemer@lfu.bayern.de,"",,,,4
182,SW WRI Slovakia 18112018 v3,VUVH 2014-2017_NORMAN DCT_v18Nov2018_v3.xlsx,DCT_SW_WRI Slovakia_18112018_v3,2018-11-27,12104241,12153764,49524,12104241,12104241,1,12104241,12104359,119,Surface water,,1,0,,0,ef1b7aed7372136ca5979f8f771f9ac6,"Water Research Institute (WRI), SK",logistika@vuvh.sk,"",,,,
187,SW Implementation of WFD Montenegro 2018 CETI 01092019,DCT_target_surface_water_MNE 2018.xlsx,DCT_SW_Implementation of WFD Montenegro 2018_CETI_01092019,2019-09-01,12205815,12207119,1305,12205815,12205815,1,12205815,12206147,327,Surface water,,1,0,,0,08e3714f3a1cd739dcf2cb067622eb39,LLC Center for Ecotoxicological Research Podgorica,"danijela.sukovic@ceti.co.me, vladimir.zivkovic@ceti.co.me","Sukovic Danijela, Zivkovic Vladimir",,,,13
188,SW EMBLAS II UkrSCES 2016 06012020,DCT_water_JOSS_UA_last_version.xlsx,DCT_SW_EMBLAS_II_UkrSCES_2016_06012020,2020-01-06,12207120,12207629,510,12207120,12207120,1,12207120,12207137,18,Surface water,,1,0,,0,a54870ab451985dfb8a34e991b6582a0,UA-Ukrainian scientific center of Ecology of Sea (UkrSCES),vkomorin@gmail.com,Viktor Komorin,,,,7
189,target sea water UoA,DCT_target_sea_water_UoA_20161223.xlsx,DCT target sea water UoA,2020-01-06,12207630,12278909,70951,12207630,12207630,1,12207630,12207937,308,Surface water,deleted (P. Oswald) 23.10.2020,1,1,,0,2f1f0389f85dfe6a55862bfffc3b77a4,,,,,,,
190,target sea water JRC OP,DCT_target_sea_water_JRC_OP_final-2017.xlsx,DCT target sea water JRC OP,2020-01-07,12278910,12281261,2184,12278910,12278911,2,12278910,12278964,55,Surface water,deleted (P. Oswald) 23.8.2020,1,1,,0,46510ffc432dbea745b699f733a65b13,,,,,,,
193,SW Implementation of WFD Montenegro 2018 UoA 18012020,Montenegro Project - Final Target Screening Results.xlsx,DCT_SW_Implementation of WFD Montenegro 2018_UoA_18012020,2020-01-18,12346795,12357084,10290,12346795,12346795,1,12346795,12346838,44,Surface water,,1,0,,0,720d27c93b3d9227e659a5a877702094,,,"",,,,13
451,DCT2 SW UBA DE PARC PFAS BB1 14032025 WGS84,DCT2_SW_UBA_DE_PARC_PFAS_BB1_14032025_WGS84.xlsx,DCT2_SW_UBA_DE_PARC_PFAS_BB1_14032025_WGS84,2025-04-04,159102918,159109496,6579,159102918,159102918,1,159102918,159102923,6,Surface water,,1,0,,parc_pfas,461d89f7e6aa14e8a85a860540a928e6,,,,,,,
452,DCT2 SW UBA DE PARC PFAS BB2 14032025 WGS84,DCT2_SW_UBA_DE_PARC_PFAS_BB2_14032025_WGS84.xlsx,DCT2_SW_UBA_DE_PARC_PFAS_BB2_14032025_WGS84,2025-04-04,159109497,159109520,24,159109497,159109497,1,159109497,159109497,1,Surface water,,1,0,,parc_pfas,bba56b617f3adc5d2fbd04b7200d7676,,,,,,,
197,SW Dniester Monitoring 2019 UoA 19012020,Dniester project_Results_final.xlsx,DCT_SW_Dniester Monitoring 2019_UoA_19012020,2020-01-19,12382580,12412128,29549,12382580,12382580,1,12382580,12382682,103,Surface water,,1,0,,0,c3f07e80806e618e8244b2ec14f8d81f,,,"",,,,15
453,DCT2 SW UBA DE PARC PFAS BE 14032025 WGS84,DCT2_SW_UBA_DE_PARC_PFAS_BE_14032025_WGS84.xlsx,DCT2_SW_UBA_DE_PARC_PFAS_BE_14032025_WGS84,2025-04-04,159109521,159111125,1605,159109521,159109521,1,159109521,159109526,6,Surface water,,1,0,,parc_pfas,73a74c5bdec6890e3bc672b45188c302,,,,,,,
454,DCT2 SW UBA DE PARC PFAS BY 14032025 WGS84,DCT2_SW_UBA_DE_PARC_PFAS_BY_14032025_WGS84.xlsx,DCT2_SW_UBA_DE_PARC_PFAS_BY_14032025_WGS84,2025-04-04,159111126,159129160,18035,159111126,159111126,1,159111126,159111143,18,Surface water,,1,0,,parc_pfas,1962ae23455b0338ccfdf2f3b3a70189,,,,,,,
455,DCT2 SW UBA DE PARC PFAS HH 14032025 WGS84,DCT2_SW_UBA_DE_PARC_PFAS_HH_14032025_WGS84.xlsx,DCT2_SW_UBA_DE_PARC_PFAS_HH_14032025_WGS84,2025-04-05,159129161,159132761,3601,159129161,159129161,1,159129161,159129165,5,Surface water,,1,0,,parc_pfas,ca15420e16e0bd5108fb8cc4502cd21b,,,,,,,
456,DCT2 SW UBA DE PARC PFAS RP 14032025 WGS84,DCT2_SW_UBA_DE_PARC_PFAS_RP_14032025_WGS84.xlsx,DCT2_SW_UBA_DE_PARC_PFAS_RP_14032025_WGS84,2025-04-05,159132762,159183066,50305,159132762,159132762,1,159132762,159132768,7,Surface water,,1,0,,parc_pfas,d526f28b1fc8f45458c222d5ca180a6d,,,,,,,
457,DCT2 SW UBA DE PARC PFAS SN 14032025 WGS84,DCT2_SW_UBA_DE_PARC_PFAS_SN_14032025_WGS84.xlsx,DCT2_SW_UBA_DE_PARC_PFAS_SN_14032025_WGS84,2025-04-05,159183067,159228256,45190,159183067,159183067,1,159183067,159183070,4,Surface water,,1,0,,parc_pfas,fd1708c4e4ac0acedcc27676c8e0d4d5,,,,,,,
202,SW JDS4 DANUBERIVER UoA 07032020 v1,DCT_SW_JDS4_DANUBERIVER_UoA_07032020_v1.xlsb,DCT_SW_JDS4_DANUBERIVER_UoA_07032020_v1,2020-02-10,12434957,12549145,114189,12434957,12434957,1,12434957,12435078,122,Surface water,,1,1,,0,33d35bf70c3ece7fb0e117ea7676cc4a,,,,,,,
458,DCT2 SW UBA DE PARC PFAS ST 17032025 WGS84,DCT2_SW_UBA_DE_PARC_PFAS_ST_17032025_WGS84.xlsx,DCT2_SW_UBA_DE_PARC_PFAS_ST_17032025_WGS84,2025-04-05,159228257,159233026,4770,159228257,159228257,1,159228257,159228264,8,Surface water,,1,0,,parc_pfas,0e394e1e45b4a46099320a803c357c38,,,,,,,
459,DCT2 SW UBA DE PARC PFAS TH 17032025 WGS84,DCT2_SW_UBA_DE_PARC_PFAS_TH_17032025_WGS84.xlsx,DCT2_SW_UBA_DE_PARC_PFAS_TH_17032025_WGS84,2025-04-05,159233027,159240290,7264,159233027,159233027,1,159233027,159233030,4,Surface water,,1,0,,parc_pfas,fd2ad65b7386613aae1bd12a4c89c5c3,,,,,,,
204,SW JDS4 DANUBERIVER UoA 07032020 v2,DCT_SW_JDS4_DANUBERIVER_UoA_07032020_v2.xlsb,DCT_SW_JDS4_DANUBERIVER_UoA_07032020_v2,2020-06-29,12574226,12692698,118473,12574226,12574226,1,12574226,12574360,135,Surface water,,1,0,,0,614fecbbe7d037793ed8397e8adaaa20,National and Kapodistrian University of Athens,ntho@chem.uoa.gr,Nikolaos Thomaidis,,,,5
460,DCT SW RBSP candidates 2019-2024 WRI 10042025,DCT_SW_RBSP_candidates_2019-2024_WRI_10042025.xlsx,DCT_SW_RBSP_candidates_2019-2024_WRI_10042025,2025-04-10,159240291,159591664,351374,159240291,159240291,1,159240291,159240341,51,Surface water,,1,0,,WRI,444906722d4d0b2c7b3225dd7498724b,,,,,,,
461,DCT2 SW UBA DE PARC PFAS BW 14032025 WGS84 v2,DCT2_SW_UBA_DE_PARC_PFAS_BW_14032025_WGS84_v2.xlsx,DCT2_SW_UBA_DE_PARC_PFAS_BW_14032025_WGS84_v2,2025-04-18,159591665,159621933,30269,159591665,159591665,1,159591665,159591673,9,Surface water,,1,0,,parc_pfas,57946bfe4ed4cc1b0215ffac40da05ee,,,,,,,
462,DCT2 SW UBA DE PARC PFAS NRW 16042025,DCT2_SW_UBA_DE_PARC_PFAS_NRW_16042025.xlsx,DCT2_SW_UBA_DE_PARC_PFAS_NRW_16042025,2025-04-19,159621934,159675403,53470,159621934,159621934,1,159621934,159621943,10,Surface water,,1,0,,parc_pfas,3c10ed3029d0d3d1ecf423320ba85f6d,,,,,,,
207,SW JDS4 JRC 200320,DCT_SW_JDS4_JRC_200320.xlsb,DCT_SW_JDS4_JRC_200320,2020-06-29,12760066,12763584,3401,12760066,12760066,1,12760066,12760131,64,Surface water,,1,0,,0,533d7ae14623b8b55080967e13c93fe8,European Commission Joint Research Centre,giulio.mariani@ec.europa.eu,Giulio Mariani,,10.60954/empodat.hsns-pv73,,5
463,DCT2 SW UBA DE PARC PFAS NI 08042025,DCT2_SW_UBA_DE_PARC_PFAS_NI_08042025.xlsx,DCT2_SW_UBA_DE_PARC_PFAS_NI_08042025,2025-04-19,159675404,159676917,1514,159675404,159675404,1,159675404,159675405,2,Surface water,,1,0,,parc_pfas,f910c79cfea531e84c850cf529c1b5e6,,,,,,,
212,SW JDS4 DANUBE RIVER LMX UFZ 180620 v3,DCT_SW_JDS4_DANUBE RIVER LMX_UFZ_180620_v3.xlsb,DCT_SW_JDS4_DANUBE RIVER LMX_UFZ_180620_v3,2020-07-03,12770199,12796667,25881,12770199,12770199,1,12770199,12770277,79,Surface water,,1,0,,0,f55f1cac21bf987824f821ccc7bef266,"Helmholtz Centre for Environmental Research (UFZ), DE",tobias.schulze@ufz.de,Tobias Schulze,,,,5
213,SW JDS4 DANUBERIVER GRAB UFZ 180620 v3,DCT_SW_JDS4_DANUBERIVER GRAB_UFZ_180620_v3.xlsb,DCT_SW_JDS4_DANUBERIVER GRAB_UFZ_180620_v3,2020-07-04,12796668,12823901,27081,12796668,12796668,1,12796668,12796763,96,Surface water,,1,0,,0,771f0e6236f87bff0357a6d499bc3899,"Helmholtz Centre for Environmental Research (UFZ), DE",tobias.schulze@ufz.de,Tobias Schulze,,,,5
214,SW JDS4 DANUBERIVER LMX UFZ Steroids Phenols 260620 v1,DCT_SW_JDS4_DANUBERIVER LMX_UFZ_Steroids_Phenols_260620_v1.xlsb,DCT_SW_JDS4_DANUBERIVER LMX_UFZ_Steroids_Phenols_260620_v1,2020-07-04,12823902,12825533,1621,12823902,12823902,1,12823902,12823933,32,Surface water,,1,0,,0,2959899fbc6b4315bb3b920a2a63166f,"Helmholtz Centre for Environmental Research (UFZ), DE",tobias.schulze@ufz.de,Tobias Schulze,,,,5
215,SW JDS4 DANUBERIVER LfU 29062020 v1,DCT_SW_JDS4_DANUBERIVER_LfU_29062020_v1.xlsb,DCT_SW_JDS4_DANUBERIVER_LfU_29062020_v1,2020-07-04,12825534,12832979,7418,12825534,12825534,1,12825534,12825540,7,Surface water,,1,0,,0,453495609657e2f815fb49cc1f6e6c27,Bavarian Environment Agency,manfred.sengl@lfu.bayern.de,Manfred Sengl,,,,5
217,SW EMBLAS UoA 18062020,DCT_SW_EMBLAS_UoA_18062020.xlsb,DCT_SW_EMBLAS_UoA_18062020,2020-07-05,12844398,12892004,47569,12844398,12844398,1,12844398,12844466,69,Surface water,,1,0,,0,8b484a56032ec9d735cf131660d0691a,National and Kapodistrian University of Athens,ntho@chem.uoa.gr,Nikolaos Thomaidis,,,,6
218,SW EMBLAS JRC 082017,DCT_SW_EMBLAS_JRC_082017.xlsb,DCT_SW_EMBLAS_JRC_082017,2020-07-11,12892005,12894356,2183,12892005,12892005,2,12892005,12892058,54,Surface water,deleted (P. Oswald) 23.10.2020,1,1,,0,478149af9730dcd827f9970f602e57e7,,,,,,,
474,DCT SW PROMISCES CS1 KWB Flughafensee FHS 290325,DCT_SW_PROMISCES_CS1_KWB_Flughafensee_FHS_290325.xlsb,DCT_SW_PROMISCES_CS1_KWB_Flughafensee_FHS_290325,2025-05-05,159710997,159712696,1700,159710997,159710997,1,159710997,159711026,30,Surface water,,1,0,,promisces,1cfd40a47d235052e7486a33ffb89d47,,,,,,,
219,SW EMBLAS Plus UkrSCES 02072020,DCT_SW_EMBLAS_Plus_UkrSCES_02072020.xlsb,DCT_SW_EMBLAS_Plus_UkrSCES_02072020,2020-07-12,12894357,12895436,1080,12894357,12894357,1,12894357,12894371,15,Surface water,deleted (P. Oswald) 23.10.2020,1,1,,0,4b2a74a5cf277e8671b177aab8adaf05,,,,,,,
220,SW EMBLAS UkrSCES 09212016,DCT_SW_EMBLAS_UkrSCES_09212016.xlsb,DCT_SW_EMBLAS_UkrSCES_09212016,2020-07-12,12895437,12895946,510,12895437,12895437,1,12895437,12895454,17,Surface water,deleted (P. Oswald) 23.10.2020,1,1,,0,df46acba9547eb08fefb3e2bb2822964,,,,,,,
221,SW EMBLAS UkrSCES 09212017,DCT_SW_EMBLAS_UkrSCES_09212017.xlsb,DCT_SW_EMBLAS_UkrSCES_09212017,2020-07-13,12895947,12896096,150,12895947,12895947,1,12895947,12895956,10,Surface water,deleted (P. Oswald) 23.10.2020,1,1,,0,022527d6976fe695f71bdb03c2ba944a,,,,,,,
222,SW EMBLAS UoA 20161223,DCT_SW_EMBLAS_UoA_20161223.xlsb,DCT_SW_EMBLAS_UoA_20161223,2020-07-14,12896097,12967376,70951,12896097,12896097,1,12896097,12896267,171,Surface water,deleted (P. Oswald) 23.10.2020,1,1,,0,5674d67ccd8d0bcef5dea040e17f3aad,,,,,,,
223,SW MHBS UkrSCES 09212016,DCT_SW_MHBS_UkrSCES_09212016.xlsb,DCT_SW_MHBS_UkrSCES_09212016,2020-07-14,12967377,12968058,671,12967377,12967377,1,12967377,12967394,17,Surface water,deleted (P. Oswald) 23.10.2020,1,1,,0,adb7bc35c50e583e48e9dff09a71a69c,,,,,,,
224,SW NPMS GE UkrSCES 09212016,DCT_SW_NPMS_GE_UkrSCES_09212016.xlsb,DCT_SW_NPMS_GE_UkrSCES_09212016,2020-07-14,12968059,12968740,682,12968059,12968059,1,12968059,12968077,18,Surface water,,1,0,,0,9851c3381c44ee046626fec76d810552,UA-Ukrainian scientific center of Ecology of Sea (UkrSCES),vkomorin@gmail.com,Viktor Komorin,,,,
225,SW NPMS UA UkrSCES 082017,DCT_SW_NPMS_UA_UkrSCES_082017.xlsb,DCT_SW_NPMS_UA_UkrSCES_082017,2020-07-15,12968741,12969605,865,12968741,12968741,1,12968741,12968754,14,Surface water,,1,0,,0,937c5f3ee84cbaa4a0a9fa583b0977e2,UA-Ukrainian scientific center of Ecology of Sea (UkrSCES),vkomorin@gmail.com,Viktor Komorin,,,,
226,SW NPMS UA UkrSCES 09212016,DCT_SW_NPMS_UA_UkrSCES_09212016.xlsb,DCT_SW_NPMS_UA_UkrSCES_09212016,2020-07-15,12969606,12970607,1002,12969606,12969606,1,12969606,12969623,17,Surface water,,1,0,,0,e4e0a17a8cd6ce092fed47d2adc1fd7f,UA-Ukrainian scientific center of Ecology of Sea (UkrSCES),vkomorin@gmail.com,Viktor Komorin,,,,
227,SW NPMS UkrSCES 02072020,DCT_SW_NPMS_UkrSCES_02072020.xlsb,DCT_SW_NPMS_UkrSCES_02072020,2020-07-15,12970608,12972909,2302,12970608,12970608,1,12970608,12970622,15,Surface water,,1,0,,0,6ca534ab0568dbc649a2a02afa63ff7b,UA-Ukrainian scientific center of Ecology of Sea (UkrSCES),vkomorin@gmail.com,Viktor Komorin,,,,
228,SW EMBLAS Plus JRC 140720,DCT_SW_EMBLAS_Plus_JRC_140720.xlsb,DCT_SW_EMBLAS_Plus_JRC_140720,2020-07-27,12972910,12975156,2241,12972910,12972910,1,12972910,12972979,70,Surface water,"deleted (P. Oswald) 23.10.2020<br>
Rename DCT_SW_EMBLAS_Plus_JRC_071420 to DCT_SW_EMBLAS_Plus_JRC_140720",1,1,,0,3d420ed8eece9d7482d7392a813b1a99,,,,,,,
249,SW EMBLAS JRC 09212016,DCT_SW_EMBLAS_JRC_09212016.xlsb,DCT_SW_EMBLAS_JRC_09212016,2020-08-08,13139595,13142879,3285,13139595,13139595,1,13139595,13139645,51,Surface water,deleted (P. Oswald) 23.10.2020,1,1,,0,da7a7ec7ae8a20f67b76eec6f46d1739,,,,,,,
250,SW ZMN UkrSCES 09212016,DCT_SW_ZMN_UkrSCES_09212016.xlsb,DCT_SW_ZMN_UkrSCES_09212016,2020-08-16,13142880,13143373,494,13142880,13142880,1,13142880,13142895,16,Surface water,,1,0,,0,5bde63968b3b0b8341a7687a0ec09179,UA-Ukrainian scientific center of Ecology of Sea (UkrSCES),vkomorin@gmail.com,Viktor Komorin,,,,
432,SOIL OVAM PARC PFAS Grondverzet 26092024 v2,DCT2_SOIL_OVAM_PARC_PFAS_Grondverzet_26092024 v2.xlsx,DCT2_SOIL_OVAM_PARC_PFAS_Grondverzet_26092024 v2,2024-11-03,159088972,159094717,5746,159088972,159088972,1,159088972,159089000,29,Soil,,7,0,,parc_pfas,19b22ef7e462abfd5bb5048b6518d60e,"OVAM, Public Waste Agency in the region of Flanders",laetitia.six@ovam.be,Laetitia Six,1,10.60954/empodat.eksd-3h06,,10
435,DCT SOIL SPRINT WUR 10092024 v8,DCT_SOIL_SPRINT_WUR_10092024_v8.xlsb,DCT_SOIL_SPRINT_WUR_10092024_v8,2025-03-06,159095208,159096401,1194,159095208,159095208,1,159095208,159095212,5,Soil,,7,0,,,5c87a25b4981263a3625683fffffba32,,,,,,,
180,SOIL JDS3 LFU 26112018,JDS3_Final.xlsx,DCT_SOIL_JDS3_LFU_26112018,2018-11-26,12061597,12104240,49,12061597,12061613,0,12061597,12061863,0,Soil,,7,0,176,0,a143bfbb6aef152d19d319a414cc5200,Bavarian Environment Agency,juergen.diemer@lfu.bayern.de,"",,,,4
262,BIO SED EMBLAS UoA 2017v2-sediments,DCT_BIO_SED_EMBLAS_UoA_2017v2.xlsb,DCT_BIO_SED_EMBLAS_UoA_2017v2-sediments,2020-10-14,13238637,13249026,10390,13238637,13238637,1,13238637,13238700,64,Sediments,,4,0,,0,d2ebb6f790c993ac0b01a4edb6df9111,National and Kapodistrian University of Athens,ntho@chem.uoa.gr,Nikolaos Thomaidis,,,,6
267,BIO SED EMBLAS Plus AQBIOS 250520 v2,DCT_BIO_SED_EMBLAS_Plus_AQBIOS_250520_v2.xlsb,DCT_BIO_SED_EMBLAS_Plus_AQBIOS_250520_v2,2020-10-17,13291243,13291258,16,13291243,13291243,1,13291243,13291243,1,Sediments,,4,0,,0,235565ca80f50b31200363c01f08b74e,AQ-BIOS,vladimir.kovac@aqbios.com,Vladimír Kováč,,,,8
269,BIO SED EMBLAS UoA 2016 v1-sediments,DCT_BIO_SED_EMBLAS_UoA_2016 v1.xlsb,DCT_BIO_SED_EMBLAS_UoA_2016 v1-sediments,2020-10-17,13316780,13356850,40071,13316780,13316780,1,13316780,13316849,70,Sediments,,4,0,,0,ee6a2e5ca8db2a5fbb1b4c82bc83623e,National and Kapodistrian University of Athens,ntho@chem.uoa.gr,Nikolaos Thomaidis,,,,6
277,BIO SED EMBLAS Plus UoA 02072020v2-sediments,DCT_BIO_SED_EMBLAS_Plus_UoA_02072020v2.xlsb,DCT_BIO_SED_EMBLAS_Plus_UoA_02072020v2-sediments,2020-10-30,13405790,13414953,9164,13405790,13405790,1,13405790,13405840,51,Sediments,,4,0,,0,bff67afda53f9196af0300a93b3b6850,National and Kapodistrian University of Athens,ntho@chem.uoa.gr,Nikolaos Thomaidis,,,,8
279,SEDIMENT Norway Screening 2016 NEA 2016,DCT_SEDIMENT_Norway_Screening 2016_NEA_2016.xlsb,DCT_SEDIMENT_Norway_Screening 2016_NEA_2016,2020-11-18,13421718,13423458,1741,13421718,13421718,1,13421718,13421907,190,Sediments,,4,0,,0,13adcb6ffa443284e864b74eebcb1d11,Norwegian Environment Agency,"","",,,,
303,SEDIMENT Elbe 2017-2020 1a1C 22102021,1a_1C_Elbe_2017-2020_OA-OD.xlsb,DCT_SEDIMENT_Elbe_2017-2020_1a1C_22102021,2021-10-22,15254707,15267501,12795,15254707,15254707,1,15254707,15254715,9,Sediments,,4,0,,0,b245dd07ab945fe75c31ac8d7eeb62a7,,,"",,,,
306,SEDIMENT Elbe 2017-2020 1b1 22102021,1b_1_Elbe_2017-2020_ON-OT.xlsb,DCT_SEDIMENT_Elbe_2017-2020_1b1_22102021,2021-10-22,15296684,15298851,2168,15296684,15296684,1,15296684,15296690,7,Sediments,,4,0,,0,6079bbc495965a04a35e8f917fe9a5e5,,,"",,,,
309,SEDIMENT Elbe 2017-2020 1b2 24102021,1b_2_Elbe_2017-2020_OU-P.xlsb,DCT_SEDIMENT_Elbe_2017-2020_1b2_24102021,2021-10-24,15350611,15351421,811,15350611,15350611,1,15350611,15350616,6,Sediments,,4,0,,0,180d677c4d14d310290c4f685ae2a91b,,,"",,,,
312,SEDIMENT Elbe 2017-2020 1a1D 24102021,1a_1D_Elbe_2017-2020_OE-OM.xlsb,DCT_SEDIMENT_Elbe_2017-2020_1a1D_24102021,2021-10-24,15365530,15367393,1864,15365530,15365530,1,15365530,15365534,5,Sediments,,4,0,,0,5f91d918063b76090586f102c13ed667,,,"",,,,
326,Sediments CONNECT project UoA 28102021,DCT_Sediments_CONNECT project_UoA_28102021.xlsb,DCT_Sediments_CONNECT project_UoA_28102021,2021-11-18,22183859,22188680,4822,22183859,22183859,1,22183859,22183881,23,Sediments,,4,0,,0,c4dbd19e4d3703983872eab7009c64bb,National and Kapodistrian University of Athens,ntho@chem.uoa.gr,Nikolaos Thomaidis,,10.60954/empodat.3t7k-0k92,,11
331,Sediments Spree 1999,Spree_1999_2016.mdb,Sediments_Spree_1999,2021-11-21,22254263,22254302,40,22254263,22254263,1,22254263,22254263,1,Sediments,,4,0,,0,f5f104a52f94e0c2cbc594b3348cab5b,,,"",,,,
