id,sus_id,country_id,country_other,station_name,short_sample_code,sample_code,provider_code,national_code,code_ec_wise,code_ec_other,code_other,specific_locations,longitude_decimal,latitude_decimal,dpc_id,altitude,dpr_id,dpr_other,ds_passive_sampling_stretch,ds_stretch_start_and_end,ds_longitude_start_point_decimal,ds_latitude_start_point_decimal,ds_longitude_end_point_decimal,ds_latitude_end_point_decimal,ds_dpc_id,ds_altitude,ds_dpr_id,ds_dpr_other,matrix_id,matrix_other,type_sampling_id,type_sampling_other,passive_sampler_id,passive_sampler_other,sampler_type_id,sampler_type_other,sampler_mass,sampler_surface_area,date_sampling_start_day,date_sampling_start_month,date_sampling_start_year,exposure_time_days,exposure_time_hours,date_of_analysis,time_of_analysis,name,basin_name_id,basin_name_other,dts_id,dts_other,dtm_id,dtm_other,dic_id,concentration_value,unit,title_of_project,ph,temperature,spm_conc,salinity,doc,hardness,o2_1,o2_2,bod5,h2s,p_po4,n_no2,tss,p_total,n_no3,n_total,remark_1,remark_2,am_id,org_id,orig_compound,orig_cas_no,p_determinand_id,p_a_exposure_time,p_a_cruise_dates,p_a_river_km,p_a_sampler_sheets_disks_nr,p_a_sample_code
859,10695,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.019,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
860,3875,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,625,2,0,"",0,"","","","",""
861,9551,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,694,2,0,"",0,"","","","",""
862,1391,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,691,2,0,"",0,"","","","",""
863,10386,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.45,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
864,1296,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,695,2,0,"",0,"","","","",""
865,4570,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,696,2,0,"",0,"","","","",""
866,5128,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,636,2,0,"",0,"","","","",""
867,5383,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,697,2,0,"",0,"","","","",""
868,10737,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,647,2,0,"",0,"","","","",""
869,1137,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,657,2,0,"",0,"","","","",""
870,6126,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,698,2,0,"",0,"","","","",""
871,7681,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,699,2,0,"",0,"","","","",""
872,10134,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,700,2,0,"",0,"","","","",""
873,14950,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,701,2,0,"",0,"","","","",""
874,8442,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,702,2,0,"",0,"","","","",""
875,365,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,606,2,0,"",0,"","","","",""
876,366,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.00167958,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
877,367,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,703,2,0,"",0,"","","","",""
878,10279,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,2.89864,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
879,9389,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.00383014,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
880,368,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,620,2,0,"",0,"","","","",""
881,10280,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.00369815,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
882,431,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,704,2,0,"",0,"","","","",""
883,432,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,609,2,0,"",0,"","","","",""
884,429,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,610,2,0,"",0,"","","","",""
885,430,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,595,2,0,"",0,"","","","",""
886,621,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,683,2,0,"",0,"","","","",""
887,32,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.068,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
888,9054,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.21,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
889,204,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.22,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
890,219,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.0071,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
891,9929,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.03,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
892,273,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,59,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
893,207,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.33,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
894,35,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.2,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
895,98550,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.095,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
896,8833,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,675,2,0,"",0,"","","","",""
897,6177,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.1,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
898,8463,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.038,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
899,38,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.012,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
900,10427,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.0057,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
901,212,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.73,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
902,68380,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.048,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
903,10439,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.037,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
904,3733,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.0028,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
905,203,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.4,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
906,285,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.0013,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
907,10515,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,1.6,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
908,1144,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.001,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
909,4860,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.00094,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
910,10402,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.00044,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
911,387,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.76,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
912,2516,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.0029,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
913,622,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.012,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
914,98786,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,1.2,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
915,314,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.14,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
916,9441,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.0064,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
917,99991,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.1,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
918,48,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.012,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
919,330,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.52,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
920,9478,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.0013,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
921,7748,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.97,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
922,338,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.33,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
923,211,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.41,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
924,341,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,2.5,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
925,31,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.21,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
926,313,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.029,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
927,80419,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,622,2,0,"",0,"","","","",""
928,10276,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.0087189,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
929,369,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,660,2,0,"",0,"","","","",""
930,9617,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,705,2,0,"",0,"","","","",""
931,11418,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,706,2,0,"",0,"","","","",""
932,11291,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,704,2,0,"",0,"","","","",""
933,11273,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,707,2,0,"",0,"","","","",""
934,11270,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,708,2,0,"",0,"","","","",""
935,370,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_influent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",5,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,709,2,0,"",0,"","","","",""
936,19227,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_effluent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",19,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,666,2,0,"",0,"","","","",""
937,502100,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_effluent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",19,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,710,2,0,"",0,"","","","",""
938,10261,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_effluent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",19,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,1.3,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
939,10509,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_effluent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",19,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,2.4,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
940,8943,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_effluent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",19,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,2.4,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
941,8674,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_effluent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",19,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,605,2,0,"",0,"","","","",""
942,291,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_effluent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",19,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.28,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
943,10260,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_effluent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",19,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,711,2,0,"",0,"","","","",""
944,8199,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_effluent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",19,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.068,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
945,1883,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_effluent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",19,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,2,0,µg/sampler,,,,,,,,,,,,,,,,,,"",,712,2,0,"",0,"","","","",""
946,10695,NO,,,,,,,,,,,,,,,0,,"VEAS, Slemmestad_effluent_2","",,,,,0,,0,,1,"",0,"",0,"",0,,"","",19,9,2016,"","",0000-00-00,00:00:00,,0,,,,,,1,0.0089,µg/sampler,,,,,,,,,,,,,,,,,,"",,590,2,0,"",0,"","","","",""
