m_bfs_id,m_sd_id,m_ds_id,m_auxiliary_sample_identification,m_bioassay_type_id,m_bioassay_type_other,m_bioassay_name_id,m_bfs_bioassay_name_other,m_adverse_outcome_id,m_bfs_adverse_outcome_other,m_test_organism_id,m_bfs_test_organism_other,m_cell_line_strain_id,m_bfs_cell_line_strain_other,m_endpoint_id,m_bfs_endpoint_other,m_effect_id,m_bfs_effect_other,m_measured_parameter_id,m_bfs_measured_parameter_other,m_bfs_exposure_duration,m_bfs_effect_significantly,m_bfs_maximal_tested_ref,m_bfs_dose_response_relationship,m_main_determinand_id,m_bfs_main_determinand_other,m_bfs_value_determinand,m_effect_equivalent_id,m_bfs_effect_equivalent_other,m_bfs_value_effect_equivalent,m_standard_substance_id,m_bfs_standard_substance_other,m_bfs_limit_of_detection,m_bfs_limit_of_quantification,m_bfs_date_performed_month,m_bfs_date_performed_year,m_bfs_bioassay_performed,m_bfs_guideline,m_bfs_deviation,m_bfs_describe_deviation,m_assay_format_id,m_bfs_assay_format_other,m_solvent_id,m_bfs_solvent_other,m_bfs_max_solvent_concentration,m_bfs_test_medium,m_test_system_id,m_bfs_test_system_other,m_bfs_no_organisms,m_bfs_age_organisms,m_life_stage_id,m_bfs_life_stage_other,m_bfs_no_experiment_repetitions,m_bfs_no_replicates_per_treatment,m_bfs_no_concentration_treatments,m_effect_level_id,m_bfs_effect_level_other,m_bfs_cv_main_determinand,m_bfs_average_cv_resopnse,m_bfs_statistical_assessment,m_bfs_significance_level,m_bfs_statistical_calculation,m_bfs_positive_control_tested,m_positive_control_id,m_bfs_positive_control_other,m_bfs_compliance_guideline_values,m_bfs_compliance_long_term,m_bfs_solvent_control_tested,m_bfs_respective_blank_sample,m_bfs_temperature_test,m_bfs_temperature_compliance,m_bfs_ph_sample_test,m_bfs_ph_sample_adjusted,m_bfs_ph_compliance,m_bfs_do_sample_test,m_bfs_do_compliance,m_bfs_conductivity_sample_test,m_bfs_conductivity_compliance,m_bfs_ammonium_measured,m_bfs_ammonium_compliance,m_bfs_light_intensity,m_bfs_photoperiod,m_bfs_reference_method,m_bfs_reference_paper
174,32,2,43211B1,2,"",14,"",13,"",6,"",2,"",7,"",2,"",1,"",16,yes,100,yes,12,"",100,10,"",NA,29,"",NA,NA,October,2014,no,NA,NA,NA,4,"",1,"",0.5,Leibovitz’s L-15 medium,2,"",NR,0,4,"",1,4,6,1,"",NR,NR,NR,NR,NR,NR,29,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:16,"Creusot, N., Brion, F., Piccini, B., Budzinski, H., Porcher, J.M., Aït-Aïssa, S., 2015. BFCOD activity in fish cell lines and zebrafish embryos and its modulation by chemical ligands of human aryl hydrocarbon and nuclear receptors. Environ. Sci. Pollut. Res. 22, 16393–16404. doi:10.1007/s11356-014-3882-8","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
175,33,2,44311B1,2,"",14,"",13,"",6,"",2,"",7,"",2,"",1,"",16,yes,100,yes,12,"",100,10,"",NA,29,"",NA,NA,October,2014,no,NA,NA,NA,4,"",1,"",0.5,Leibovitz’s L-15 medium,2,"",NR,0,4,"",1,4,6,1,"",NR,NR,NR,NR,NR,NR,29,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:16,"Creusot, N., Brion, F., Piccini, B., Budzinski, H., Porcher, J.M., Aït-Aïssa, S., 2015. BFCOD activity in fish cell lines and zebrafish embryos and its modulation by chemical ligands of human aryl hydrocarbon and nuclear receptors. Environ. Sci. Pollut. Res. 22, 16393–16404. doi:10.1007/s11356-014-3882-8","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
176,1,2,11111B1,2,"",8,"",11,"",6,"",2,"",12,"",1,"",4,"",16,no,100.794135613928,no,13,"",NA,1,"",NA,9,"",NR,NR,January,2014,no,NA,NA,NA,4,"",1,"",0.5,Leibovitz’s L-15 medium,2,"",NR,0,4,"",3,4,6,3,"",NA,NR,NR,NR,NR,yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:16,"Creusot, N., Brion, F., Piccini, B., Budzinski, H., Porcher, J.M., Aït-Aïssa, S., 2015. BFCOD activity in fish cell lines and zebrafish embryos and its modulation by chemical ligands of human aryl hydrocarbon and nuclear receptors. Environ. Sci. Pollut. Res. 22, 16393–16404. doi:10.1007/s11356-014-3882-8","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
177,3,2,12111B1,2,"",8,"",11,"",6,"",2,"",12,"",1,"",4,"",16,no,101.476014760148,no,13,"",NA,1,"",NA,9,"",NR,NR,January,2014,no,NA,NA,NA,4,"",1,"",0.5,Leibovitz’s L-15 medium,2,"",NR,0,4,"",3,4,6,3,"",NA,NR,NR,NR,NR,yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:16,"Creusot, N., Brion, F., Piccini, B., Budzinski, H., Porcher, J.M., Aït-Aïssa, S., 2015. BFCOD activity in fish cell lines and zebrafish embryos and its modulation by chemical ligands of human aryl hydrocarbon and nuclear receptors. Environ. Sci. Pollut. Res. 22, 16393–16404. doi:10.1007/s11356-014-3882-8","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
178,5,2,13111B1,2,"",8,"",11,"",6,"",2,"",12,"",1,"",4,"",16,no,101.757631822387,no,13,"",NA,1,"",NA,9,"",NR,NR,January,2014,no,NA,NA,NA,4,"",1,"",0.5,Leibovitz’s L-15 medium,2,"",NR,0,4,"",3,4,6,3,"",NA,NR,NR,NR,NR,yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:16,"Creusot, N., Brion, F., Piccini, B., Budzinski, H., Porcher, J.M., Aït-Aïssa, S., 2015. BFCOD activity in fish cell lines and zebrafish embryos and its modulation by chemical ligands of human aryl hydrocarbon and nuclear receptors. Environ. Sci. Pollut. Res. 22, 16393–16404. doi:10.1007/s11356-014-3882-8","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
179,7,2,14111B1,2,"",8,"",11,"",6,"",2,"",12,"",1,"",4,"",16,no,104.232469993683,no,13,"",NA,1,"",NA,9,"",NR,NR,January,2014,no,NA,NA,NA,4,"",1,"",0.5,Leibovitz’s L-15 medium,2,"",NR,0,4,"",3,4,6,3,"",NA,NR,NR,NR,NR,yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:16,"Creusot, N., Brion, F., Piccini, B., Budzinski, H., Porcher, J.M., Aït-Aïssa, S., 2015. BFCOD activity in fish cell lines and zebrafish embryos and its modulation by chemical ligands of human aryl hydrocarbon and nuclear receptors. Environ. Sci. Pollut. Res. 22, 16393–16404. doi:10.1007/s11356-014-3882-8","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
180,10,2,21111B1,2,"",8,"",11,"",6,"",2,"",12,"",1,"",4,"",16,no,103.318722604884,no,13,"",NA,1,"",NA,9,"",NR,NR,January,2014,no,NA,NA,NA,4,"",1,"",0.5,Leibovitz’s L-15 medium,2,"",NR,0,4,"",3,4,6,3,"",NA,NR,NR,NR,NR,yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:16,"Creusot, N., Brion, F., Piccini, B., Budzinski, H., Porcher, J.M., Aït-Aïssa, S., 2015. BFCOD activity in fish cell lines and zebrafish embryos and its modulation by chemical ligands of human aryl hydrocarbon and nuclear receptors. Environ. Sci. Pollut. Res. 22, 16393–16404. doi:10.1007/s11356-014-3882-8","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
181,12,2,22111B1,2,"",8,"",11,"",6,"",2,"",12,"",1,"",4,"",16,no,101.133925835121,no,13,"",NA,1,"",NA,9,"",NR,NR,January,2014,no,NA,NA,NA,4,"",1,"",0.5,Leibovitz’s L-15 medium,2,"",NR,0,4,"",3,4,6,3,"",NA,NR,NR,NR,NR,yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:16,"Creusot, N., Brion, F., Piccini, B., Budzinski, H., Porcher, J.M., Aït-Aïssa, S., 2015. BFCOD activity in fish cell lines and zebrafish embryos and its modulation by chemical ligands of human aryl hydrocarbon and nuclear receptors. Environ. Sci. Pollut. Res. 22, 16393–16404. doi:10.1007/s11356-014-3882-8","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
182,14,2,23111B1,2,"",8,"",11,"",6,"",2,"",12,"",1,"",4,"",16,no,100.121359223301,no,13,"",NA,1,"",NA,9,"",NR,NR,January,2014,no,NA,NA,NA,4,"",1,"",0.5,Leibovitz’s L-15 medium,2,"",NR,0,4,"",3,4,6,3,"",NA,NR,NR,NR,NR,yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:16,"Creusot, N., Brion, F., Piccini, B., Budzinski, H., Porcher, J.M., Aït-Aïssa, S., 2015. BFCOD activity in fish cell lines and zebrafish embryos and its modulation by chemical ligands of human aryl hydrocarbon and nuclear receptors. Environ. Sci. Pollut. Res. 22, 16393–16404. doi:10.1007/s11356-014-3882-8","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
183,16,2,24111B1,2,"",8,"",11,"",6,"",2,"",12,"",1,"",4,"",16,no,101.258054617981,no,13,"",NA,1,"",NA,9,"",NR,NR,January,2014,no,NA,NA,NA,4,"",1,"",0.5,Leibovitz’s L-15 medium,2,"",NR,0,4,"",3,4,6,3,"",NA,NR,NR,NR,NR,yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:16,"Creusot, N., Brion, F., Piccini, B., Budzinski, H., Porcher, J.M., Aït-Aïssa, S., 2015. BFCOD activity in fish cell lines and zebrafish embryos and its modulation by chemical ligands of human aryl hydrocarbon and nuclear receptors. Environ. Sci. Pollut. Res. 22, 16393–16404. doi:10.1007/s11356-014-3882-8","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
184,18,2,31111B1,2,"",8,"",11,"",6,"",2,"",12,"",1,"",4,"",16,no,76.4774044032445,no,13,"",NA,1,"",NA,9,"",NR,NR,January,2014,no,NA,NA,NA,4,"",1,"",0.5,Leibovitz’s L-15 medium,2,"",NR,0,4,"",3,4,6,3,"",NA,NR,NR,NR,NR,yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:16,"Creusot, N., Brion, F., Piccini, B., Budzinski, H., Porcher, J.M., Aït-Aïssa, S., 2015. BFCOD activity in fish cell lines and zebrafish embryos and its modulation by chemical ligands of human aryl hydrocarbon and nuclear receptors. Environ. Sci. Pollut. Res. 22, 16393–16404. doi:10.1007/s11356-014-3882-8","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
185,20,2,32111B1,2,"",8,"",11,"",6,"",2,"",12,"",1,"",4,"",16,no,95.9302325581397,no,13,"",NA,1,"",NA,9,"",NR,NR,January,2014,no,NA,NA,NA,4,"",1,"",0.5,Leibovitz’s L-15 medium,2,"",NR,0,4,"",3,4,6,3,"",NA,NR,NR,NR,NR,yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:16,"Creusot, N., Brion, F., Piccini, B., Budzinski, H., Porcher, J.M., Aït-Aïssa, S., 2015. BFCOD activity in fish cell lines and zebrafish embryos and its modulation by chemical ligands of human aryl hydrocarbon and nuclear receptors. Environ. Sci. Pollut. Res. 22, 16393–16404. doi:10.1007/s11356-014-3882-8","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
186,22,2,33111B1,2,"",8,"",11,"",6,"",2,"",12,"",1,"",4,"",16,no,94.7731188971855,no,13,"",NA,1,"",NA,9,"",NR,NR,January,2014,no,NA,NA,NA,4,"",1,"",0.5,Leibovitz’s L-15 medium,2,"",NR,0,4,"",3,4,6,3,"",NA,NR,NR,NR,NR,yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:16,"Creusot, N., Brion, F., Piccini, B., Budzinski, H., Porcher, J.M., Aït-Aïssa, S., 2015. BFCOD activity in fish cell lines and zebrafish embryos and its modulation by chemical ligands of human aryl hydrocarbon and nuclear receptors. Environ. Sci. Pollut. Res. 22, 16393–16404. doi:10.1007/s11356-014-3882-8","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
187,24,2,34111B1,2,"",8,"",11,"",6,"",2,"",12,"",1,"",4,"",16,no,95.1557093425606,no,13,"",NA,1,"",NA,9,"",NR,NR,January,2014,no,NA,NA,NA,4,"",1,"",0.5,Leibovitz’s L-15 medium,2,"",NR,0,4,"",3,4,6,3,"",NA,NR,NR,NR,NR,yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:16,"Creusot, N., Brion, F., Piccini, B., Budzinski, H., Porcher, J.M., Aït-Aïssa, S., 2015. BFCOD activity in fish cell lines and zebrafish embryos and its modulation by chemical ligands of human aryl hydrocarbon and nuclear receptors. Environ. Sci. Pollut. Res. 22, 16393–16404. doi:10.1007/s11356-014-3882-8","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
188,26,2,35111B1,2,"",8,"",11,"",6,"",2,"",12,"",1,"",4,"",16,no,95.0187158076589,no,13,"",NA,1,"",NA,9,"",NR,NR,January,2014,no,NA,NA,NA,4,"",1,"",0.5,Leibovitz’s L-15 medium,2,"",NR,0,4,"",3,4,6,3,"",NA,NR,NR,NR,NR,yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:16,"Creusot, N., Brion, F., Piccini, B., Budzinski, H., Porcher, J.M., Aït-Aïssa, S., 2015. BFCOD activity in fish cell lines and zebrafish embryos and its modulation by chemical ligands of human aryl hydrocarbon and nuclear receptors. Environ. Sci. Pollut. Res. 22, 16393–16404. doi:10.1007/s11356-014-3882-8","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
189,1,3,11111G1,2,"",24,"",11,"",6,"",10,"",12,"",1,"",4,"",24,yes,100,yes,14,"",NR,1,"",30.5,9,"",0.4,1.2,March,2014,no,NA,NA,NA,4,"",1,"",0.1,DMEM/F12 without phenol red,2,"",10000,0,4,"",3,3,7,1,"",6.4,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:24,"Macikova, P., Groh, K.J., Ammann, A.A., Schirmer, K., Suter, M.J.F., 2014. Endocrine disrupting compounds affecting corticosteroid signaling pathways in Czech and Swiss Waters: Potential impact on fish. Environ. Sci. Technol. 48, 12902–12911. doi:10.1021/es502711c","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
190,3,3,12111G1,2,"",24,"",11,"",6,"",10,"",12,"",1,"",4,"",24,no,100,no,13,"",NA,1,"",NA,9,"",0.4,1.2,March,2014,no,NA,NA,NA,4,"",1,"",0.1,DMEM/F12 without phenol red,2,"",10000,0,4,"",1,3,7,3,"",NA,NR,NR,NR,"GraphPad PRISM 6, Non-linear regression",yes,9,"",NA,yes,yes,28,yes,yes,yes,no,yes,no,NA,no,NA,no,NA,0,0:24,"Macikova, P., Groh, K.J., Ammann, A.A., Schirmer, K., Suter, M.J.F., 2014. Endocrine disrupting compounds affecting corticosteroid signaling pathways in Czech and Swiss Waters: Potential impact on fish. Environ. Sci. Technol. 48, 12902–12911. doi:10.1021/es502711c","Tousova, Z., Oswald, P., Slobodnik, J., Blaha, L., Muz, M., Hu, M., Brack, W., Krauss, M., Di Paolo, C., Tarcai, Z., Seiler, T.-B., Hollert, H., Koprivica, S., Ahel, M., Schollée, J.E., Hollender, J., Suter, M.J.-F., Hidasi, A.O., Schirmer, K., Sonavane, M., Ait-Aissa, S., Creusot, N., Brion, F., Froment, J., Almeida, A.C., Thomas, K., Tollefsen, K.E., Tufi, S., Ouyang, X., Leonards, P., Lamoree, M., Torrens, V.O., Kolkman, A., Schriks, M., Spirhanzlova, P., Tindall, A., Schulze, T., 2017. European demonstration program on the effect-based and chemical identification and monitoring of organic pollutants in European surface waters. Sci. Total Environ. 601–602, 1849–1868. doi:10.1016/j.scitotenv.2017.06.032"
